"ndc","type","detail","Created_date"
"4858","onkz","Sankt Margarethen Holst","2018-03-08T12:14:34.847Z"
"4859","onkz","Windbergen","2018-03-08T12:14:34.847Z"
"4861","onkz","Tönning","2018-03-08T12:14:34.847Z"
"4862","onkz","Garding","2018-03-08T12:14:34.847Z"
"4863","onkz","Sankt Peter-Ording","2018-03-08T12:14:34.847Z"
"4864","onkz","Oldenswort","2018-03-08T12:14:34.847Z"
"4865","onkz","Osterhever","2018-03-08T12:14:34.847Z"
"4871","onkz","Hohenwestedt","2018-03-08T12:14:34.847Z"
"4872","onkz","Hanerau-Hademarschen","2018-03-08T12:14:34.847Z"
"4873","onkz","Aukrug","2018-03-08T12:14:34.847Z"
"4874","onkz","Todenbüttel","2018-03-08T12:14:34.847Z"
"4875","onkz","Stafstedt","2018-03-08T12:14:34.847Z"
"4876","onkz","Reher Holst","2018-03-08T12:14:34.847Z"
"4877","onkz","Hennstedt b Itzehoe","2018-03-08T12:14:34.847Z"
"4881","onkz","Friedrichstadt","2018-03-08T12:14:34.847Z"
"4882","onkz","Lunden","2018-03-08T12:14:34.847Z"
"4883","onkz","Süderstapel","2018-03-08T12:14:34.847Z"
"4884","onkz","Schwabstedt","2018-03-08T12:14:34.847Z"
"4885","onkz","Bergenhusen","2018-03-08T12:14:34.847Z"
"4892","onkz","Schenefeld Mittelholst","2018-03-08T12:14:34.847Z"
"4893","onkz","Hohenaspe","2018-03-08T12:14:34.847Z"
"4902","onkz","Jemgum-Ditzum","2018-03-08T12:14:34.847Z"
"4903","onkz","Wymeer","2018-03-08T12:14:34.847Z"
"491","onkz","Leer Ostfriesland","2018-03-08T12:14:34.847Z"
"4920","onkz","Wirdum","2018-03-08T12:14:34.847Z"
"4921","onkz","Emden Stadt","2018-03-08T12:14:34.847Z"
"4922","onkz","Borkum","2018-03-08T12:14:34.847Z"
"4923","onkz","Krummhörn-Pewsum","2018-03-08T12:14:34.847Z"
"4924","onkz","Moormerland-Oldersum","2018-03-08T12:14:34.847Z"
"4925","onkz","Hinte","2018-03-08T12:14:34.847Z"
"4926","onkz","Krummhörn-Greetsiel","2018-03-08T12:14:34.847Z"
"4927","onkz","Krummhörn-Loquard","2018-03-08T12:14:34.847Z"
"4928","onkz","Ihlow-Riepe","2018-03-08T12:14:34.847Z"
"4929","onkz","Ihlow Kr Aurich","2018-03-08T12:14:34.847Z"
"4931","onkz","Norden","2018-03-08T12:14:34.847Z"
"4932","onkz","Norderney","2018-03-08T12:14:34.847Z"
"4933","onkz","Dornum Ostfriesl","2018-03-08T12:14:34.847Z"
"4934","onkz","Marienhafe","2018-03-08T12:14:34.847Z"
"4935","onkz","Juist","2018-03-08T12:14:34.847Z"
"4936","onkz","Grossheide","2018-03-08T12:14:34.847Z"
"4938","onkz","Hagermarsch","2018-03-08T12:14:34.847Z"
"4939","onkz","Baltrum","2018-03-08T12:14:34.847Z"
"4941","onkz","Aurich","2018-03-08T12:14:34.847Z"
"4942","onkz","Südbrookmerland","2018-03-08T12:14:34.847Z"
"4943","onkz","Grossefehn","2018-03-08T12:14:34.847Z"
"4944","onkz","Wiesmoor","2018-03-08T12:14:34.847Z"
"4945","onkz","Grossefehn-Timmel","2018-03-08T12:14:34.847Z"
"4946","onkz","Grossefehn-Bagband","2018-03-08T12:14:34.847Z"
"4947","onkz","Aurich-Ogenbargen","2018-03-08T12:14:34.847Z"
"4948","onkz","Wiesmoor-Marcardsmoor","2018-03-08T12:14:34.847Z"
"4950","onkz","Holtland","2018-03-08T12:14:34.847Z"
"4951","onkz","Weener","2018-03-08T12:14:34.847Z"
"4952","onkz","Rhauderfehn","2018-03-08T12:14:34.847Z"
"4953","onkz","Bunde","2018-03-08T12:14:34.847Z"
"4954","onkz","Moormerland","2018-03-08T12:14:34.847Z"
"4955","onkz","Westoverledingen","2018-03-08T12:14:34.847Z"
"4956","onkz","Uplengen","2018-03-08T12:14:34.847Z"
"4957","onkz","Detern","2018-03-08T12:14:34.847Z"
"4958","onkz","Jemgum","2018-03-08T12:14:34.847Z"
"4959","onkz","Dollart","2018-03-08T12:14:34.847Z"
"4961","onkz","Papenburg","2018-03-08T12:14:34.847Z"
"4962","onkz","Papenburg-Aschendorf","2018-03-08T12:14:34.847Z"
"4963","onkz","Dörpen","2018-03-08T12:14:34.847Z"
"4964","onkz","Rhede Ems","2018-03-08T12:14:34.847Z"
"4965","onkz","Surwold","2018-03-08T12:14:34.847Z"
"4966","onkz","Neubörger","2018-03-08T12:14:34.847Z"
"4967","onkz","Rhauderfehn-Burlage","2018-03-08T12:14:34.847Z"
"4968","onkz","Neulehe","2018-03-08T12:14:34.847Z"
"4971","onkz","Esens","2018-03-08T12:14:34.847Z"
"4972","onkz","Langeoog","2018-03-08T12:14:34.847Z"
"4973","onkz","Wittmund-Burhafe","2018-03-08T12:14:34.847Z"
"4974","onkz","Neuharlingersiel","2018-03-08T12:14:34.847Z"
"4975","onkz","Westerholt Ostfriesl","2018-03-08T12:14:34.847Z"
"4976","onkz","Spiekeroog","2018-03-08T12:14:34.847Z"
"4977","onkz","Blomberg Ostfriesl","2018-03-08T12:14:34.847Z"
"5021","onkz","Nienburg Weser","2018-03-08T12:14:34.847Z"
"5022","onkz","Wietzen","2018-03-08T12:14:34.847Z"
"5023","onkz","Liebenau Kr Nieburg Weser","2018-03-08T12:14:34.847Z"
"5024","onkz","Rohrsen Kr Nienburg Weser","2018-03-08T12:14:34.847Z"
"5025","onkz","Estorf Weser","2018-03-08T12:14:34.847Z"
"5026","onkz","Steimbke","2018-03-08T12:14:34.847Z"
"5027","onkz","Linsburg","2018-03-08T12:14:34.847Z"
"5028","onkz","Pennigsehl","2018-03-08T12:14:34.847Z"
"5031","onkz","Wunstorf","2018-03-08T12:14:34.847Z"
"5032","onkz","Neustadt am Rübenberge","2018-03-08T12:14:34.847Z"
"5033","onkz","Wunstorf-Grossenheidorn","2018-03-08T12:14:34.847Z"
"5034","onkz","Neustadt-Hagen","2018-03-08T12:14:34.847Z"
"5035","onkz","Gross Munzel","2018-03-08T12:14:34.847Z"
"5036","onkz","Neustadt-Schneeren","2018-03-08T12:14:34.847Z"
"5037","onkz","Bad Rehburg","2018-03-08T12:14:34.847Z"
"5041","onkz","Springe Deister","2018-03-08T12:14:34.847Z"
"5042","onkz","Bad Münder am Deister","2018-03-08T12:14:34.847Z"
"5043","onkz","Lauenau","2018-03-08T12:14:34.847Z"
"5044","onkz","Springe-Eldagsen","2018-03-08T12:14:34.847Z"
"5045","onkz","Springe-Bennigsen","2018-03-08T12:14:34.847Z"
"5051","onkz","Bergen Kr Celle","2018-03-08T12:14:34.847Z"
"5052","onkz","Hermannsburg","2018-03-08T12:14:34.847Z"
"5053","onkz","Faßberg-Müden","2018-03-08T12:14:34.847Z"
"5054","onkz","Bergen-Sülze","2018-03-08T12:14:34.847Z"
"5055","onkz","Fassberg","2018-03-08T12:14:34.847Z"
"5056","onkz","Winsen-Meissendorf","2018-03-08T12:14:34.847Z"
"5060","onkz","Bodenburg","2018-03-08T12:14:34.847Z"
"5062","onkz","Holle b Hildesheim","2018-03-08T12:14:34.847Z"
"5063","onkz","Bad Salzdetfurth","2018-03-08T12:14:34.847Z"
"5064","onkz","Groß Düngen","2018-03-08T12:14:34.847Z"
"5065","onkz","Sibbesse","2018-03-08T12:14:34.847Z"
"5066","onkz","Sarstedt","2018-03-08T12:14:34.847Z"
"5067","onkz","Bockenem","2018-03-08T12:14:34.847Z"
"5068","onkz","Elze Leine","2018-03-08T12:14:34.847Z"
"5069","onkz","Nordstemmen","2018-03-08T12:14:34.847Z"
"5071","onkz","Schwarmstedt","2018-03-08T12:14:34.847Z"
"5072","onkz","Neustadt-Mandelsloh","2018-03-08T12:14:34.847Z"
"5073","onkz","Neustadt-Esperke","2018-03-08T12:14:34.847Z"
"5074","onkz","Rodewald","2018-03-08T12:14:34.847Z"
"5082","onkz","Langlingen","2018-03-08T12:14:34.847Z"
"5083","onkz","Hohne b Celle","2018-03-08T12:14:34.847Z"
"5084","onkz","Hambühren","2018-03-08T12:14:34.847Z"
"5085","onkz","Burgdorf-Ehlershausen","2018-03-08T12:14:34.847Z"
"5086","onkz","Celle-Scheuen","2018-03-08T12:14:34.847Z"
"5101","onkz","Pattensen","2018-03-08T12:14:34.847Z"
"5102","onkz","Laatzen","2018-03-08T12:14:34.847Z"
"5103","onkz","Wennigsen Deister","2018-03-08T12:14:34.847Z"
"5105","onkz","Barsinghausen","2018-03-08T12:14:34.847Z"
"5108","onkz","Gehrden Han","2018-03-08T12:14:34.847Z"
"5109","onkz","Ronnenberg","2018-03-08T12:14:34.847Z"
"511","onkz","Hannover","2018-03-08T12:14:34.847Z"
"5121","onkz","Hildesheim","2018-03-08T12:14:34.847Z"
"5123","onkz","Schellerten","2018-03-08T12:14:34.847Z"
"5126","onkz","Algermissen","2018-03-08T12:14:34.847Z"
"5127","onkz","Harsum","2018-03-08T12:14:34.847Z"
"5128","onkz","Hohenhameln","2018-03-08T12:14:34.847Z"
"5129","onkz","Söhlde","2018-03-08T12:14:34.847Z"
"5130","onkz","Wedemark","2018-03-08T12:14:34.847Z"
"5131","onkz","Garbsen","2018-03-08T12:14:34.847Z"
"5132","onkz","Lehrte","2018-03-08T12:14:34.847Z"
"5135","onkz","Burgwedel-Fuhrberg","2018-03-08T12:14:34.847Z"
"5136","onkz","Burgdorf Kr Hannover","2018-03-08T12:14:34.847Z"
"5137","onkz","Seelze","2018-03-08T12:14:34.847Z"
"5138","onkz","Sehnde","2018-03-08T12:14:34.847Z"
"5139","onkz","Burgwedel","2018-03-08T12:14:34.847Z"
"5141","onkz","Celle","2018-03-08T12:14:34.847Z"
"5142","onkz","Eschede","2018-03-08T12:14:34.847Z"
"5143","onkz","Winsen Aller","2018-03-08T12:14:34.847Z"
"5144","onkz","Wathlingen","2018-03-08T12:14:34.847Z"
"5145","onkz","Beedenbostel","2018-03-08T12:14:34.847Z"
"5146","onkz","Wietze","2018-03-08T12:14:34.847Z"
"5147","onkz","Uetze-Hänigsen","2018-03-08T12:14:34.847Z"
"5148","onkz","Steinhorst Niedersachs","2018-03-08T12:14:34.847Z"
"5149","onkz","Wienhausen","2018-03-08T12:14:34.847Z"
"5151","onkz","Hameln","2018-03-08T12:14:34.847Z"
"5152","onkz","Hessisch Oldendorf","2018-03-08T12:14:34.847Z"
"5153","onkz","Salzhemmendorf","2018-03-08T12:14:34.847Z"
"5154","onkz","Aerzen","2018-03-08T12:14:34.847Z"
"5155","onkz","Emmerthal","2018-03-08T12:14:34.847Z"
"5156","onkz","Coppenbrügge","2018-03-08T12:14:34.847Z"
"5157","onkz","Emmerthal-Börry","2018-03-08T12:14:34.847Z"
"5158","onkz","Hemeringen","2018-03-08T12:14:34.847Z"
"5159","onkz","Coppenbrügge-Bisperode","2018-03-08T12:14:34.847Z"
"5161","onkz","Walsrode","2018-03-08T12:14:34.847Z"
"5162","onkz","Fallingbostel","2018-03-08T12:14:34.847Z"
"5163","onkz","Fallingbostel-Dorfmark","2018-03-08T12:14:34.847Z"
"5164","onkz","Hodenhagen","2018-03-08T12:14:34.847Z"
"5165","onkz","Rethem Aller","2018-03-08T12:14:34.847Z"
"5166","onkz","Walsrode-Kirchboitzen","2018-03-08T12:14:34.847Z"
"5167","onkz","Walsrode-Westenholz","2018-03-08T12:14:34.847Z"
"5168","onkz","Walsrode-Stellichte","2018-03-08T12:14:34.847Z"
"5171","onkz","Peine","2018-03-08T12:14:34.847Z"
"5172","onkz","Ilsede","2018-03-08T12:14:34.847Z"
"5173","onkz","Uetze","2018-03-08T12:14:34.847Z"
"5174","onkz","Lahstedt","2018-03-08T12:14:34.847Z"
"5175","onkz","Lehrte-Arpke","2018-03-08T12:14:34.847Z"
"5176","onkz","Edemissen","2018-03-08T12:14:34.847Z"
"5177","onkz","Edemissen-Abbensen","2018-03-08T12:14:34.847Z"
"5181","onkz","Alfeld Leine","2018-03-08T12:14:34.847Z"
"5182","onkz","Gronau Leine","2018-03-08T12:14:34.847Z"
"5183","onkz","Lamspringe","2018-03-08T12:14:34.847Z"
"5184","onkz","Freden Leine","2018-03-08T12:14:34.847Z"
"5185","onkz","Duingen","2018-03-08T12:14:34.847Z"
"5186","onkz","Salzhemmendorf-Wallensen","2018-03-08T12:14:34.847Z"
"5187","onkz","Delligsen","2018-03-08T12:14:34.847Z"
"5190","onkz","Soltau-Emmingen","2018-03-08T12:14:34.847Z"
"5191","onkz","Soltau","2018-03-08T12:14:34.847Z"
"5192","onkz","Munster","2018-03-08T12:14:34.847Z"
"5193","onkz","Schneverdingen","2018-03-08T12:14:34.847Z"
"5194","onkz","Bispingen","2018-03-08T12:14:34.847Z"
"5195","onkz","Neuenkirchen b Soltau","2018-03-08T12:14:34.847Z"
"5196","onkz","Wietzendorf","2018-03-08T12:14:34.847Z"
"5197","onkz","Soltau-Frielingen","2018-03-08T12:14:34.847Z"
"5198","onkz","Schneverdingen-Wintermoor","2018-03-08T12:14:34.847Z"
"5199","onkz","Schneverdingen-Heber","2018-03-08T12:14:34.847Z"
"5201","onkz","Halle Westf","2018-03-08T12:14:34.847Z"
"5202","onkz","Oerlinghausen","2018-03-08T12:14:34.847Z"
"5203","onkz","Werther Westf","2018-03-08T12:14:34.847Z"
"5204","onkz","Steinhagen Westf","2018-03-08T12:14:34.847Z"
"5205","onkz","Bielefeld-Sennestadt","2018-03-08T12:14:34.847Z"
"5206","onkz","Bielefeld-Jöllenbeck","2018-03-08T12:14:34.847Z"
"5207","onkz","Schloss Holte-Stukenbrock","2018-03-08T12:14:34.847Z"
"5208","onkz","Leopoldshöhe","2018-03-08T12:14:34.847Z"
"5209","onkz","Gütersloh-Friedrichsdorf","2018-03-08T12:14:34.847Z"
"521","onkz","Bielefeld","2018-03-08T12:14:34.847Z"
"5221","onkz","Herford","2018-03-08T12:14:34.847Z"
"5222","onkz","Bad Salzuflen","2018-03-08T12:14:34.847Z"
"5223","onkz","Bünde","2018-03-08T12:14:34.847Z"
"5224","onkz","Enger Westf","2018-03-08T12:14:34.847Z"
"5225","onkz","Spenge","2018-03-08T12:14:34.847Z"
"5226","onkz","Bruchmühlen Westf","2018-03-08T12:14:34.847Z"
"5228","onkz","Vlotho-Exter","2018-03-08T12:14:34.847Z"
"5231","onkz","Detmold","2018-03-08T12:14:34.847Z"
"5232","onkz","Lage Lippe","2018-03-08T12:14:34.847Z"
"5233","onkz","Steinheim Westf","2018-03-08T12:14:34.847Z"
"5234","onkz","Horn-Bad Meinberg","2018-03-08T12:14:34.847Z"
"5235","onkz","Blomberg Lippe","2018-03-08T12:14:34.847Z"
"5236","onkz","Blomberg-Grossenmarpe","2018-03-08T12:14:34.847Z"
"5237","onkz","Augustdorf","2018-03-08T12:14:34.847Z"
"5238","onkz","Nieheim-Himmighausen","2018-03-08T12:14:34.847Z"
"5241","onkz","Gütersloh","2018-03-08T12:14:34.847Z"
"5242","onkz","Rheda-Wiedenbrück","2018-03-08T12:14:34.847Z"
"5244","onkz","Rietberg","2018-03-08T12:14:34.847Z"
"5245","onkz","Herzebrock-Clarholz","2018-03-08T12:14:34.847Z"
"5246","onkz","Verl","2018-03-08T12:14:34.847Z"
"5247","onkz","Harsewinkel","2018-03-08T12:14:34.847Z"
"5248","onkz","Langenberg Kr Gütersloh","2018-03-08T12:14:34.847Z"
"5250","onkz","Delbrück Westf","2018-03-08T12:14:34.847Z"
"5251","onkz","Paderborn","2018-03-08T12:14:34.847Z"
"5252","onkz","Bad Lippspringe","2018-03-08T12:14:34.847Z"
"5253","onkz","Bad Driburg","2018-03-08T12:14:34.847Z"
"5254","onkz","Paderborn-Schloss Neuhaus","2018-03-08T12:14:34.847Z"
"5255","onkz","Altenbeken","2018-03-08T12:14:34.847Z"
"5257","onkz","Hövelhof","2018-03-08T12:14:34.847Z"
"5258","onkz","Salzkotten","2018-03-08T12:14:34.847Z"
"5259","onkz","Bad Driburg-Neuenheerse","2018-03-08T12:14:34.847Z"
"5261","onkz","Lemgo","2018-03-08T12:14:34.847Z"
"5262","onkz","Extertal","2018-03-08T12:14:34.847Z"
"5263","onkz","Barntrup","2018-03-08T12:14:34.847Z"
"5264","onkz","Kalletal","2018-03-08T12:14:34.847Z"
"5265","onkz","Dörentrup","2018-03-08T12:14:34.847Z"
"5266","onkz","Lemgo-Kirchheide","2018-03-08T12:14:34.847Z"
"5271","onkz","Höxter","2018-03-08T12:14:34.847Z"
"5272","onkz","Brakel Westf","2018-03-08T12:14:34.847Z"
"5273","onkz","Beverungen","2018-03-08T12:14:34.847Z"
"5274","onkz","Nieheim","2018-03-08T12:14:34.847Z"
"5275","onkz","Höxter-Ottbergen","2018-03-08T12:14:34.847Z"
"5276","onkz","Marienmünster","2018-03-08T12:14:34.847Z"
"5277","onkz","Höxter-Fürstenau","2018-03-08T12:14:34.847Z"
"5278","onkz","Höxter-Ovenhausen","2018-03-08T12:14:34.847Z"
"5281","onkz","Bad Pyrmont","2018-03-08T12:14:34.847Z"
"5282","onkz","Schieder-Schwalenberg","2018-03-08T12:14:34.847Z"
"5283","onkz","Lügde-Rischenau","2018-03-08T12:14:34.847Z"
"5284","onkz","Schwalenberg","2018-03-08T12:14:34.847Z"
"5285","onkz","Bad Pyrmont-Kleinenberg","2018-03-08T12:14:34.847Z"
"5286","onkz","Ottenstein Niedersachs","2018-03-08T12:14:34.847Z"
"5292","onkz","Lichtenau-Atteln","2018-03-08T12:14:34.847Z"
"5293","onkz","Paderborn-Dahl","2018-03-08T12:14:34.847Z"
"5294","onkz","Hövelhof-Espeln","2018-03-08T12:14:34.847Z"
"5295","onkz","Lichtenau Westf","2018-03-08T12:14:34.847Z"
"5300","onkz","Salzgitter-Üfingen","2018-03-08T12:14:34.847Z"
"5301","onkz","Lehre-Essenrode","2018-03-08T12:14:34.847Z"
"5302","onkz","Vechelde","2018-03-08T12:14:34.847Z"
"5303","onkz","Wendeburg","2018-03-08T12:14:34.847Z"
"5304","onkz","Meine","2018-03-08T12:14:34.847Z"
"5305","onkz","Sickte","2018-03-08T12:14:34.847Z"
"5306","onkz","Cremlingen","2018-03-08T12:14:34.847Z"
"5307","onkz","Braunschweig-Wenden","2018-03-08T12:14:34.847Z"
"5308","onkz","Lehre","2018-03-08T12:14:34.847Z"
"5309","onkz","Lehre-Wendhausen","2018-03-08T12:14:34.847Z"
"531","onkz","Braunschweig","2018-03-08T12:14:34.847Z"
"5320","onkz","Torfhaus","2018-03-08T12:14:34.847Z"
"5321","onkz","Goslar","2018-03-08T12:14:34.847Z"
"5322","onkz","Bad Harzburg","2018-03-08T12:14:34.847Z"
"5323","onkz","Clausthal-Zellerfeld","2018-03-08T12:14:34.847Z"
"5324","onkz","Vienenburg","2018-03-08T12:14:34.847Z"
"5325","onkz","Goslar-Hahnenklee","2018-03-08T12:14:34.847Z"
"5326","onkz","Langelsheim","2018-03-08T12:14:34.847Z"
"5327","onkz","Bad Grund Harz","2018-03-08T12:14:34.847Z"
"5328","onkz","Altenau Harz","2018-03-08T12:14:34.847Z"
"5329","onkz","Schulenberg im Oberharz","2018-03-08T12:14:34.847Z"
"5331","onkz","Wolfenbüttel","2018-03-08T12:14:34.847Z"
"5332","onkz","Schöppenstedt","2018-03-08T12:14:34.847Z"
"5333","onkz","Dettum","2018-03-08T12:14:34.847Z"
"5334","onkz","Hornburg Kr Wolfenbüttel","2018-03-08T12:14:34.847Z"
"5335","onkz","Schladen","2018-03-08T12:14:34.847Z"
"5336","onkz","Semmenstedt","2018-03-08T12:14:34.847Z"
"5337","onkz","Kissenbrück","2018-03-08T12:14:34.847Z"
"5339","onkz","Gielde","2018-03-08T12:14:34.847Z"
"5341","onkz","Salzgitter","2018-03-08T12:14:34.847Z"
"5344","onkz","Lengede","2018-03-08T12:14:34.847Z"
"5345","onkz","Baddeckenstedt","2018-03-08T12:14:34.847Z"
"5346","onkz","Liebenburg","2018-03-08T12:14:34.847Z"
"5347","onkz","Burgdorf b Salzgitter","2018-03-08T12:14:34.847Z"
"5351","onkz","Helmstedt","2018-03-08T12:14:34.847Z"
"5352","onkz","Schöningen","2018-03-08T12:14:34.847Z"
"5353","onkz","Königslutter am Elm","2018-03-08T12:14:34.847Z"
"5354","onkz","Jerxheim","2018-03-08T12:14:34.847Z"
"5355","onkz","Frellstedt","2018-03-08T12:14:34.847Z"
"5356","onkz","Helmstedt-Barmke","2018-03-08T12:14:34.847Z"
"5357","onkz","Grasleben","2018-03-08T12:14:34.847Z"
"5358","onkz","Bahrdorf-Mackendorf","2018-03-08T12:14:34.847Z"
"5361","onkz","Wolfsburg","2018-03-08T12:14:34.847Z"
"5362","onkz","Wolfsburg-Fallersleben","2018-03-08T12:14:34.847Z"
"5363","onkz","Wolfsburg-Vorsfelde","2018-03-08T12:14:34.847Z"
"5364","onkz","Velpke","2018-03-08T12:14:34.847Z"
"5365","onkz","Wolfsburg-Neindorf","2018-03-08T12:14:34.847Z"
"5366","onkz","Jembke","2018-03-08T12:14:34.847Z"
"5367","onkz","Rühen","2018-03-08T12:14:34.847Z"
"5368","onkz","Parsau","2018-03-08T12:14:34.847Z"
"5371","onkz","Gifhorn","2018-03-08T12:14:34.847Z"
"5372","onkz","Meinersen","2018-03-08T12:14:34.847Z"
"5373","onkz","Hillerse Kr Gifhorn","2018-03-08T12:14:34.847Z"
"5374","onkz","Isenbüttel","2018-03-08T12:14:34.847Z"
"5375","onkz","Müden Aller","2018-03-08T12:14:34.847Z"
"5376","onkz","Wesendorf Kr Gifhorn","2018-03-08T12:14:34.847Z"
"5377","onkz","Ehra-Lessien","2018-03-08T12:14:34.847Z"
"5378","onkz","Sassenburg-Platendorf","2018-03-08T12:14:34.847Z"
"5379","onkz","Sassenburg-Grussendorf","2018-03-08T12:14:34.847Z"
"5381","onkz","Seesen","2018-03-08T12:14:34.847Z"
"5382","onkz","Bad Gandersheim","2018-03-08T12:14:34.847Z"
"5383","onkz","Lutter am Barenberge","2018-03-08T12:14:34.847Z"
"5384","onkz","Seesen-Groß Rhüden","2018-03-08T12:14:34.847Z"
"5401","onkz","Georgsmarienhütte","2018-03-08T12:14:34.847Z"
"5402","onkz","Bissendorf Kr Osnabrück","2018-03-08T12:14:34.847Z"
"5403","onkz","Bad Iburg","2018-03-08T12:14:34.847Z"
"5404","onkz","Westerkappeln","2018-03-08T12:14:34.847Z"
"5405","onkz","Hasbergen Kr Osnabrück","2018-03-08T12:14:34.847Z"
"5406","onkz","Belm","2018-03-08T12:14:34.847Z"
"5407","onkz","Wallenhorst","2018-03-08T12:14:34.847Z"
"5409","onkz","Hilter am Teutoburger Wald","2018-03-08T12:14:34.847Z"
"541","onkz","Osnabrück","2018-03-08T12:14:34.847Z"
"5421","onkz","Dissen am Teutoburger Wald","2018-03-08T12:14:34.847Z"
"5422","onkz","Melle","2018-03-08T12:14:34.847Z"
"5423","onkz","Versmold","2018-03-08T12:14:34.847Z"
"5424","onkz","Bad Rothenfelde","2018-03-08T12:14:34.847Z"
"5425","onkz","Borgholzhausen","2018-03-08T12:14:34.847Z"
"5426","onkz","Glandorf","2018-03-08T12:14:34.847Z"
"5427","onkz","Melle-Buer","2018-03-08T12:14:34.847Z"
"5428","onkz","Melle-Neuenkirchen","2018-03-08T12:14:34.847Z"
"5429","onkz","Melle-Wellingholzhausen","2018-03-08T12:14:34.847Z"
"5431","onkz","Quakenbrück","2018-03-08T12:14:34.847Z"
"5432","onkz","Löningen","2018-03-08T12:14:34.847Z"
"5433","onkz","Badbergen","2018-03-08T12:14:34.847Z"
"5434","onkz","Essen Oldenburg","2018-03-08T12:14:34.847Z"
"5435","onkz","Berge b Quakenbrück","2018-03-08T12:14:34.847Z"
"5436","onkz","Nortrup","2018-03-08T12:14:34.847Z"
"5437","onkz","Menslage","2018-03-08T12:14:34.847Z"
"5438","onkz","Bakum-Lüsche","2018-03-08T12:14:34.847Z"
"5439","onkz","Bersenbrück","2018-03-08T12:14:34.847Z"
"5441","onkz","Diepholz","2018-03-08T12:14:34.847Z"
"5442","onkz","Barnstorf Kr Diepholz","2018-03-08T12:14:34.847Z"
"5443","onkz","Lemförde","2018-03-08T12:14:34.847Z"
"5444","onkz","Wagenfeld","2018-03-08T12:14:34.847Z"
"5445","onkz","Drebber","2018-03-08T12:14:34.847Z"
"5446","onkz","Rehden","2018-03-08T12:14:34.847Z"
"5447","onkz","Lembruch","2018-03-08T12:14:34.847Z"
"5448","onkz","Barver","2018-03-08T12:14:34.847Z"
"5451","onkz","Ibbenbüren","2018-03-08T12:14:34.847Z"
"5452","onkz","Mettingen Westf","2018-03-08T12:14:34.847Z"
"5453","onkz","Recke","2018-03-08T12:14:34.847Z"
"5454","onkz","Hörstel-Riesenbeck","2018-03-08T12:14:34.847Z"
"5455","onkz","Tecklenburg-Brochterbeck","2018-03-08T12:14:34.847Z"
"5456","onkz","Westerkappeln-Velpe","2018-03-08T12:14:34.847Z"
"5457","onkz","Hopsten-Schale","2018-03-08T12:14:34.847Z"
"5458","onkz","Hopsten","2018-03-08T12:14:34.847Z"
"5459","onkz","Hörstel","2018-03-08T12:14:34.847Z"
"5461","onkz","Bramsche Hase","2018-03-08T12:14:34.847Z"
"5462","onkz","Ankum","2018-03-08T12:14:34.847Z"
"5464","onkz","Alfhausen","2018-03-08T12:14:34.847Z"
"5465","onkz","Neuenkirchen b Bramsche","2018-03-08T12:14:34.847Z"
"5466","onkz","Merzen","2018-03-08T12:14:34.847Z"
"5467","onkz","Voltlage","2018-03-08T12:14:34.847Z"
"5468","onkz","Bramsche-Engter","2018-03-08T12:14:34.847Z"
"5471","onkz","Bohmte","2018-03-08T12:14:34.847Z"
"5472","onkz","Bad Essen","2018-03-08T12:14:34.847Z"
"5473","onkz","Ostercappeln","2018-03-08T12:14:34.847Z"
"5474","onkz","Stemwede-Dielingen","2018-03-08T12:14:34.847Z"
"5475","onkz","Bohmte-Hunteburg","2018-03-08T12:14:34.847Z"
"5476","onkz","Ostercappeln-Venne","2018-03-08T12:14:34.847Z"
"5481","onkz","Lengerich Westf","2018-03-08T12:14:34.847Z"
"5482","onkz","Tecklenburg","2018-03-08T12:14:34.847Z"
"5483","onkz","Lienen","2018-03-08T12:14:34.847Z"
"5484","onkz","Lienen-Kattenvenne","2018-03-08T12:14:34.847Z"
"5485","onkz","Ladbergen","2018-03-08T12:14:34.847Z"
"5491","onkz","Damme Dümmer","2018-03-08T12:14:34.847Z"
"5492","onkz","Steinfeld Oldenburg","2018-03-08T12:14:34.847Z"
"5493","onkz","Neuenkirchen Kr Vechta","2018-03-08T12:14:34.847Z"
"5494","onkz","Holdorf Niedersachs","2018-03-08T12:14:34.847Z"
"5495","onkz","Vörden Kr Vechta","2018-03-08T12:14:34.847Z"
"5502","onkz","Dransfeld","2018-03-08T12:14:34.847Z"
"5503","onkz","Nörten-Hardenberg","2018-03-08T12:14:34.847Z"
"5504","onkz","Friedland Kr Göttingen","2018-03-08T12:14:34.847Z"
"5505","onkz","Hardegsen","2018-03-08T12:14:34.847Z"
"5506","onkz","Adelebsen","2018-03-08T12:14:34.847Z"
"5507","onkz","Ebergötzen","2018-03-08T12:14:34.847Z"
"5508","onkz","Gleichen-Rittmarshausen","2018-03-08T12:14:34.847Z"
"5509","onkz","Rosdorf Kr Göttingen","2018-03-08T12:14:34.847Z"
"551","onkz","Göttingen","2018-03-08T12:14:34.847Z"
"5520","onkz","Braunlage","2018-03-08T12:14:34.847Z"
"5521","onkz","Herzberg am Harz","2018-03-08T12:14:34.847Z"
"5522","onkz","Osterode am Harz","2018-03-08T12:14:34.847Z"
"5523","onkz","Bad Sachsa","2018-03-08T12:14:34.847Z"
"5524","onkz","Bad Lauterberg im Harz","2018-03-08T12:14:34.847Z"
"5525","onkz","Walkenried","2018-03-08T12:14:34.847Z"
