"ndc","type","detail","Created_date"
"3628","onkz","Arnstadt","2018-03-08T12:14:34.847Z"
"3629","onkz","Stadtilm","2018-03-08T12:14:34.847Z"
"3631","onkz","Nordhausen Thür","2018-03-08T12:14:34.847Z"
"3632","onkz","Sondershausen","2018-03-08T12:14:34.847Z"
"36330","onkz","Grossberndten","2018-03-08T12:14:34.847Z"
"36331","onkz","Ilfeld","2018-03-08T12:14:34.847Z"
"36332","onkz","Ellrich","2018-03-08T12:14:34.847Z"
"36333","onkz","Heringen Helme","2018-03-08T12:14:34.847Z"
"36334","onkz","Wolkramshausen","2018-03-08T12:14:34.847Z"
"36335","onkz","Grosswechsungen","2018-03-08T12:14:34.847Z"
"36336","onkz","Klettenberg","2018-03-08T12:14:34.847Z"
"36337","onkz","Schiedungen","2018-03-08T12:14:34.847Z"
"36338","onkz","Bleicherode","2018-03-08T12:14:34.847Z"
"3634","onkz","Sömmerda","2018-03-08T12:14:34.847Z"
"3635","onkz","Kölleda","2018-03-08T12:14:34.847Z"
"3636","onkz","Greussen","2018-03-08T12:14:34.847Z"
"36370","onkz","Grossenehrich","2018-03-08T12:14:34.847Z"
"36371","onkz","Schlossvippach","2018-03-08T12:14:34.847Z"
"36372","onkz","Kleinneuhausen","2018-03-08T12:14:34.847Z"
"36373","onkz","Buttstädt","2018-03-08T12:14:34.847Z"
"36374","onkz","Weissensee","2018-03-08T12:14:34.847Z"
"36375","onkz","Kindelbrück","2018-03-08T12:14:34.847Z"
"36376","onkz","Straussfurt","2018-03-08T12:14:34.847Z"
"36377","onkz","Rastenberg","2018-03-08T12:14:34.847Z"
"36378","onkz","Ostramondra","2018-03-08T12:14:34.847Z"
"36379","onkz","Holzengel","2018-03-08T12:14:34.847Z"
"3641","onkz","Jena","2018-03-08T12:14:34.847Z"
"36421","onkz","Camburg","2018-03-08T12:14:34.847Z"
"36422","onkz","Reinstädt Thür","2018-03-08T12:14:34.847Z"
"36423","onkz","Orlamünde","2018-03-08T12:14:34.847Z"
"36424","onkz","Kahla Thür","2018-03-08T12:14:34.847Z"
"36425","onkz","Isserstedt","2018-03-08T12:14:34.847Z"
"36426","onkz","Ottendorf b Stadtroda","2018-03-08T12:14:34.847Z"
"36427","onkz","Dornburg Saale","2018-03-08T12:14:34.847Z"
"36428","onkz","Stadtroda","2018-03-08T12:14:34.847Z"
"3643","onkz","Weimar Thür","2018-03-08T12:14:34.847Z"
"3644","onkz","Apolda","2018-03-08T12:14:34.847Z"
"36450","onkz","Kranichfeld","2018-03-08T12:14:34.847Z"
"36451","onkz","Buttelstedt","2018-03-08T12:14:34.847Z"
"36452","onkz","Berlstedt","2018-03-08T12:14:34.847Z"
"36453","onkz","Mellingen","2018-03-08T12:14:34.847Z"
"36454","onkz","Magdala","2018-03-08T12:14:34.847Z"
"36458","onkz","Bad Berka","2018-03-08T12:14:34.847Z"
"36459","onkz","Blankenhain Thür","2018-03-08T12:14:34.847Z"
"36461","onkz","Bad Sulza","2018-03-08T12:14:34.847Z"
"36462","onkz","Ossmannstedt","2018-03-08T12:14:34.847Z"
"36463","onkz","Gebstedt","2018-03-08T12:14:34.847Z"
"36464","onkz","Wormstedt","2018-03-08T12:14:34.847Z"
"36465","onkz","Oberndorf b Apolda","2018-03-08T12:14:34.847Z"
"3647","onkz","Pößneck","2018-03-08T12:14:34.847Z"
"36481","onkz","Neustadt an der Orla","2018-03-08T12:14:34.847Z"
"36482","onkz","Triptis","2018-03-08T12:14:34.847Z"
"36483","onkz","Ziegenrück","2018-03-08T12:14:34.847Z"
"36484","onkz","Knau b Pößneck","2018-03-08T12:14:34.847Z"
"365","onkz","Gera","2018-03-08T12:14:34.847Z"
"36601","onkz","Hermsdorf Thür","2018-03-08T12:14:34.847Z"
"36602","onkz","Ronneburg Thür","2018-03-08T12:14:34.847Z"
"36603","onkz","Weida","2018-03-08T12:14:34.847Z"
"36604","onkz","Münchenbernsdorf","2018-03-08T12:14:34.847Z"
"36605","onkz","Bad Köstritz","2018-03-08T12:14:34.847Z"
"36606","onkz","Kraftsdorf","2018-03-08T12:14:34.847Z"
"36607","onkz","Niederpöllnitz","2018-03-08T12:14:34.847Z"
"36608","onkz","Seelingstädt b Gera","2018-03-08T12:14:34.847Z"
"3661","onkz","Greiz","2018-03-08T12:14:34.847Z"
"36621","onkz","Elsterberg b Plauen","2018-03-08T12:14:34.847Z"
"36622","onkz","Triebes","2018-03-08T12:14:34.847Z"
"36623","onkz","Berga Elster","2018-03-08T12:14:34.847Z"
"36624","onkz","Teichwolframsdorf","2018-03-08T12:14:34.847Z"
"36625","onkz","Langenwetzendorf","2018-03-08T12:14:34.847Z"
"36626","onkz","Auma","2018-03-08T12:14:34.847Z"
"36628","onkz","Zeulenroda","2018-03-08T12:14:34.847Z"
"3663","onkz","Schleiz","2018-03-08T12:14:34.847Z"
"36640","onkz","Remptendorf","2018-03-08T12:14:34.847Z"
"36642","onkz","Harra","2018-03-08T12:14:34.847Z"
"36643","onkz","Thimmendorf","2018-03-08T12:14:34.847Z"
"36644","onkz","Hirschberg Saale","2018-03-08T12:14:34.847Z"
"36645","onkz","Mühltroff","2018-03-08T12:14:34.847Z"
"36646","onkz","Tanna b Schleiz","2018-03-08T12:14:34.847Z"
"36647","onkz","Saalburg Thür","2018-03-08T12:14:34.847Z"
"36648","onkz","Dittersdorf b Schleiz","2018-03-08T12:14:34.847Z"
"36649","onkz","Gefell b Schleiz","2018-03-08T12:14:34.847Z"
"36651","onkz","Lobenstein","2018-03-08T12:14:34.847Z"
"36652","onkz","Wurzbach","2018-03-08T12:14:34.847Z"
"36653","onkz","Lehesten Thür Wald","2018-03-08T12:14:34.847Z"
"36691","onkz","Eisenberg Thür","2018-03-08T12:14:34.847Z"
"36692","onkz","Bürgel","2018-03-08T12:14:34.847Z"
"36693","onkz","Crossen an der Elster","2018-03-08T12:14:34.847Z"
"36694","onkz","Schkölen Thür","2018-03-08T12:14:34.847Z"
"36695","onkz","Söllmnitz","2018-03-08T12:14:34.847Z"
"36701","onkz","Lichte","2018-03-08T12:14:34.847Z"
"36702","onkz","Lauscha","2018-03-08T12:14:34.847Z"
"36703","onkz","Gräfenthal","2018-03-08T12:14:34.847Z"
"36704","onkz","Steinheid","2018-03-08T12:14:34.847Z"
"36705","onkz","Oberweißbach Thür Wald","2018-03-08T12:14:34.847Z"
"3671","onkz","Saalfeld Saale","2018-03-08T12:14:34.847Z"
"3672","onkz","Rudolstadt","2018-03-08T12:14:34.847Z"
"36730","onkz","Sitzendorf","2018-03-08T12:14:34.847Z"
"36731","onkz","Unterloquitz","2018-03-08T12:14:34.847Z"
"36732","onkz","Könitz","2018-03-08T12:14:34.847Z"
"36733","onkz","Kaulsdorf","2018-03-08T12:14:34.847Z"
"36734","onkz","Leutenberg","2018-03-08T12:14:34.847Z"
"36735","onkz","Probstzella","2018-03-08T12:14:34.847Z"
"36736","onkz","Arnsgereuth","2018-03-08T12:14:34.847Z"
"36737","onkz","Drognitz","2018-03-08T12:14:34.847Z"
"36738","onkz","Königsee","2018-03-08T12:14:34.847Z"
"36739","onkz","Rottenbach","2018-03-08T12:14:34.847Z"
"36741","onkz","Bad Blankenburg","2018-03-08T12:14:34.847Z"
"36742","onkz","Uhlstädt","2018-03-08T12:14:34.847Z"
"36743","onkz","Teichel","2018-03-08T12:14:34.847Z"
"36744","onkz","Remda","2018-03-08T12:14:34.847Z"
"3675","onkz","Sonneberg Thür","2018-03-08T12:14:34.847Z"
"36761","onkz","Heubisch","2018-03-08T12:14:34.847Z"
"36762","onkz","Steinach Thür","2018-03-08T12:14:34.847Z"
"36764","onkz","Neuhaus-Schierschnitz","2018-03-08T12:14:34.847Z"
"36766","onkz","Schalkau","2018-03-08T12:14:34.847Z"
"3677","onkz","Ilmenau Thür","2018-03-08T12:14:34.847Z"
"36781","onkz","Grossbreitenbach","2018-03-08T12:14:34.847Z"
"36782","onkz","Schmiedefeld a Rennsteig","2018-03-08T12:14:34.847Z"
"36783","onkz","Gehren Thür","2018-03-08T12:14:34.847Z"
"36784","onkz","Stützerbach","2018-03-08T12:14:34.847Z"
"36785","onkz","Gräfinau-Angstedt","2018-03-08T12:14:34.847Z"
"3679","onkz","Neuhaus a Rennweg","2018-03-08T12:14:34.847Z"
"3681","onkz","Suhl","2018-03-08T12:14:34.847Z"
"3682","onkz","Zella-Mehlis","2018-03-08T12:14:34.847Z"
"3683","onkz","Schmalkalden","2018-03-08T12:14:34.847Z"
"36840","onkz","Trusetal","2018-03-08T12:14:34.847Z"
"36841","onkz","Schleusingen","2018-03-08T12:14:34.847Z"
"36842","onkz","Oberhof Thür","2018-03-08T12:14:34.847Z"
"36843","onkz","Benshausen","2018-03-08T12:14:34.847Z"
"36844","onkz","Rohr Thür","2018-03-08T12:14:34.847Z"
"36845","onkz","Gehlberg","2018-03-08T12:14:34.847Z"
"36846","onkz","Suhl-Dietzhausen","2018-03-08T12:14:34.847Z"
"36847","onkz","Steinbach-Hallenberg","2018-03-08T12:14:34.847Z"
"36848","onkz","Wernshausen","2018-03-08T12:14:34.847Z"
"36849","onkz","Kleinschmalkalden","2018-03-08T12:14:34.847Z"
"3685","onkz","Hildburghausen","2018-03-08T12:14:34.847Z"
"3686","onkz","Eisfeld","2018-03-08T12:14:34.847Z"
"36870","onkz","Masserberg","2018-03-08T12:14:34.847Z"
"36871","onkz","Bad Colberg-Heldburg","2018-03-08T12:14:34.847Z"
"36873","onkz","Themar","2018-03-08T12:14:34.847Z"
"36874","onkz","Schönbrunn b Hildburghaus","2018-03-08T12:14:34.847Z"
"36875","onkz","Straufhain-Streufdorf","2018-03-08T12:14:34.847Z"
"36878","onkz","Oberland","2018-03-08T12:14:34.847Z"
"3691","onkz","Eisenach Thür","2018-03-08T12:14:34.847Z"
"36920","onkz","Grossenlupnitz","2018-03-08T12:14:34.847Z"
"36921","onkz","Wutha-Farnroda","2018-03-08T12:14:34.847Z"
"36922","onkz","Gerstungen","2018-03-08T12:14:34.847Z"
"36923","onkz","Treffurt","2018-03-08T12:14:34.847Z"
"36924","onkz","Mihla","2018-03-08T12:14:34.847Z"
"36925","onkz","Marksuhl","2018-03-08T12:14:34.847Z"
"36926","onkz","Creuzburg","2018-03-08T12:14:34.847Z"
"36927","onkz","Unterellen","2018-03-08T12:14:34.847Z"
"36928","onkz","Neuenhof Thür","2018-03-08T12:14:34.847Z"
"36929","onkz","Ruhla","2018-03-08T12:14:34.847Z"
"3693","onkz","Meiningen","2018-03-08T12:14:34.847Z"
"36940","onkz","Oepfershausen","2018-03-08T12:14:34.847Z"
"36941","onkz","Wasungen","2018-03-08T12:14:34.847Z"
"36943","onkz","Bettenhausen Thür","2018-03-08T12:14:34.847Z"
"36944","onkz","Rentwertshausen","2018-03-08T12:14:34.847Z"
"36945","onkz","Henneberg","2018-03-08T12:14:34.847Z"
"36946","onkz","Erbenhausen Thür","2018-03-08T12:14:34.847Z"
"36947","onkz","Jüchsen","2018-03-08T12:14:34.847Z"
"36948","onkz","Römhild","2018-03-08T12:14:34.847Z"
"36949","onkz","Obermaßfeld-Grimmenthal","2018-03-08T12:14:34.847Z"
"3695","onkz","Bad Salzungen","2018-03-08T12:14:34.847Z"
"36961","onkz","Bad Liebenstein","2018-03-08T12:14:34.847Z"
"36962","onkz","Vacha","2018-03-08T12:14:34.847Z"
"36963","onkz","Dorndorf Rhön","2018-03-08T12:14:34.847Z"
"36964","onkz","Dermbach Rhön","2018-03-08T12:14:34.847Z"
"36965","onkz","Stadtlengsfeld","2018-03-08T12:14:34.847Z"
"36966","onkz","Kaltennordheim","2018-03-08T12:14:34.847Z"
"36967","onkz","Geisa","2018-03-08T12:14:34.847Z"
"36968","onkz","Rossdorf Rhön","2018-03-08T12:14:34.847Z"
"36969","onkz","Merkers","2018-03-08T12:14:34.847Z"
"371","onkz","Chemnitz Sachs","2018-03-08T12:14:34.847Z"
"37200","onkz","Wittgensdorf b Chemnitz","2018-03-08T12:14:34.847Z"
"37202","onkz","Claussnitz b Chemnitz","2018-03-08T12:14:34.847Z"
"37203","onkz","Gersdorf b Chemnitz","2018-03-08T12:14:34.847Z"
"37204","onkz","Lichtenstein Sachs","2018-03-08T12:14:34.847Z"
"37206","onkz","Frankenberg Sachs","2018-03-08T12:14:34.847Z"
"37207","onkz","Hainichen Sachs","2018-03-08T12:14:34.847Z"
"37208","onkz","Auerswalde","2018-03-08T12:14:34.847Z"
"37209","onkz","Einsiedel b Chemnitz","2018-03-08T12:14:34.847Z"
"3721","onkz","Meinersdorf","2018-03-08T12:14:34.847Z"
"3722","onkz","Limbach-Oberfrohna","2018-03-08T12:14:34.847Z"
"3723","onkz","Hohenstein-Ernstthal","2018-03-08T12:14:34.847Z"
"3724","onkz","Burgstädt","2018-03-08T12:14:34.847Z"
"3725","onkz","Zschopau","2018-03-08T12:14:34.847Z"
"3726","onkz","Flöha","2018-03-08T12:14:34.847Z"
"3727","onkz","Mittweida","2018-03-08T12:14:34.847Z"
"37291","onkz","Augustusburg","2018-03-08T12:14:34.847Z"
"37292","onkz","Oederan","2018-03-08T12:14:34.847Z"
"37293","onkz","Eppendorf Sachs","2018-03-08T12:14:34.847Z"
"37294","onkz","Grünhainichen","2018-03-08T12:14:34.847Z"
"37295","onkz","Lugau Erzgeb","2018-03-08T12:14:34.847Z"
"37296","onkz","Stollberg Erzgeb","2018-03-08T12:14:34.847Z"
"37297","onkz","Thum Sachs","2018-03-08T12:14:34.847Z"
"37298","onkz","Oelsnitz Erzgeb","2018-03-08T12:14:34.847Z"
"3731","onkz","Freiberg Sachs","2018-03-08T12:14:34.847Z"
"37320","onkz","Mulda Sachs","2018-03-08T12:14:34.847Z"
"37321","onkz","Frankenstein Sachs","2018-03-08T12:14:34.847Z"
"37322","onkz","Brand-Erbisdorf","2018-03-08T12:14:34.847Z"
"37323","onkz","Lichtenberg Erzgeb","2018-03-08T12:14:34.847Z"
"37324","onkz","Reinsberg Sachs","2018-03-08T12:14:34.847Z"
"37325","onkz","Niederbobritzsch","2018-03-08T12:14:34.847Z"
"37326","onkz","Frauenstein Sachs","2018-03-08T12:14:34.847Z"
"37327","onkz","Rechenberg-Bienenmühle","2018-03-08T12:14:34.847Z"
"37328","onkz","Grossschirma","2018-03-08T12:14:34.847Z"
"37329","onkz","Grosshartmannsdorf","2018-03-08T12:14:34.847Z"
"3733","onkz","Annaberg-Buchholz","2018-03-08T12:14:34.847Z"
"37341","onkz","Ehrenfriedersdorf","2018-03-08T12:14:34.847Z"
"37342","onkz","Cranzahl","2018-03-08T12:14:34.847Z"
"37343","onkz","Jöhstadt","2018-03-08T12:14:34.847Z"
"37344","onkz","Crottendorf Sachs","2018-03-08T12:14:34.847Z"
"37346","onkz","Geyer","2018-03-08T12:14:34.847Z"
"37347","onkz","Bärenstein Kr Annaberg","2018-03-08T12:14:34.847Z"
"37348","onkz","Oberwiesenthal Kurort","2018-03-08T12:14:34.847Z"
"37349","onkz","Scheibenberg","2018-03-08T12:14:34.847Z"
"3735","onkz","Marienberg Sachs","2018-03-08T12:14:34.847Z"
"37360","onkz","Olbernhau","2018-03-08T12:14:34.847Z"
"37361","onkz","Neuhausen Erzgeb","2018-03-08T12:14:34.847Z"
"37362","onkz","Seiffen Erzgeb","2018-03-08T12:14:34.847Z"
"37363","onkz","Zöblitz","2018-03-08T12:14:34.847Z"
"37364","onkz","Reitzenhain Erzgeb","2018-03-08T12:14:34.847Z"
"37365","onkz","Sayda","2018-03-08T12:14:34.847Z"
"37366","onkz","Rübenau","2018-03-08T12:14:34.847Z"
"37367","onkz","Lengefeld Erzgeb","2018-03-08T12:14:34.847Z"
"37368","onkz","Deutschneudorf","2018-03-08T12:14:34.847Z"
"37369","onkz","Wolkenstein","2018-03-08T12:14:34.847Z"
"3737","onkz","Rochlitz","2018-03-08T12:14:34.847Z"
"37381","onkz","Penig","2018-03-08T12:14:34.847Z"
"37382","onkz","Geringswalde","2018-03-08T12:14:34.847Z"
"37383","onkz","Lunzenau","2018-03-08T12:14:34.847Z"
"37384","onkz","Wechselburg","2018-03-08T12:14:34.847Z"
"3741","onkz","Plauen","2018-03-08T12:14:34.847Z"
"37421","onkz","Oelsnitz Vogtl","2018-03-08T12:14:34.847Z"
"37422","onkz","Markneukirchen","2018-03-08T12:14:34.847Z"
"37423","onkz","Adorf Vogtl","2018-03-08T12:14:34.847Z"
"37430","onkz","Eichigt","2018-03-08T12:14:34.847Z"
"37431","onkz","Mehltheuer Vogtl","2018-03-08T12:14:34.847Z"
"37432","onkz","Pausa Vogtl","2018-03-08T12:14:34.847Z"
"37433","onkz","Gutenfürst","2018-03-08T12:14:34.847Z"
"37434","onkz","Bobenneukirchen","2018-03-08T12:14:34.847Z"
"37435","onkz","Reuth b Plauen","2018-03-08T12:14:34.847Z"
"37436","onkz","Weischlitz","2018-03-08T12:14:34.847Z"
"37437","onkz","Bad Elster","2018-03-08T12:14:34.847Z"
"37438","onkz","Bad Brambach","2018-03-08T12:14:34.847Z"
"37439","onkz","Jocketa","2018-03-08T12:14:34.847Z"
"3744","onkz","Auerbach Vogtl","2018-03-08T12:14:34.847Z"
"3745","onkz","Falkenstein Vogtl","2018-03-08T12:14:34.847Z"
"37462","onkz","Rothenkirchen Vogtl","2018-03-08T12:14:34.847Z"
"37463","onkz","Bergen Vogtl","2018-03-08T12:14:34.847Z"
"37464","onkz","Schöneck Vogtl","2018-03-08T12:14:34.847Z"
"37465","onkz","Tannenbergsthal Vogtl","2018-03-08T12:14:34.847Z"
"37467","onkz","Klingenthal Sachs","2018-03-08T12:14:34.847Z"
"37468","onkz","Treuen Vogtl","2018-03-08T12:14:34.847Z"
"375","onkz","Zwickau","2018-03-08T12:14:34.847Z"
"37600","onkz","Neumark Sachs","2018-03-08T12:14:34.847Z"
"37601","onkz","Mülsen Skt Jacob","2018-03-08T12:14:34.847Z"
"37602","onkz","Kirchberg Sachs","2018-03-08T12:14:34.847Z"
"37603","onkz","Wildenfels","2018-03-08T12:14:34.847Z"
"37604","onkz","Mosel","2018-03-08T12:14:34.847Z"
"37605","onkz","Hartenstein Sachs","2018-03-08T12:14:34.847Z"
"37606","onkz","Lengenfeld Vogtl","2018-03-08T12:14:34.847Z"
"37607","onkz","Ebersbrunn Sachs","2018-03-08T12:14:34.847Z"
"37608","onkz","Waldenburg Sachs","2018-03-08T12:14:34.847Z"
"37609","onkz","Wolkenburg Mulde","2018-03-08T12:14:34.847Z"
"3761","onkz","Werdau Sachs","2018-03-08T12:14:34.847Z"
"3762","onkz","Crimmitschau","2018-03-08T12:14:34.847Z"
"3763","onkz","Glauchau","2018-03-08T12:14:34.847Z"
"3764","onkz","Meerane","2018-03-08T12:14:34.847Z"
"3765","onkz","Reichenbach Vogtl","2018-03-08T12:14:34.847Z"
"3771","onkz","Aue Sachs","2018-03-08T12:14:34.847Z"
"3772","onkz","Schneeberg Erzgeb","2018-03-08T12:14:34.847Z"
"3773","onkz","Johanngeorgenstadt","2018-03-08T12:14:34.847Z"
"3774","onkz","Schwarzenberg","2018-03-08T12:14:34.847Z"
"37752","onkz","Eibenstock","2018-03-08T12:14:34.847Z"
"37754","onkz","Zwönitz","2018-03-08T12:14:34.847Z"
"37755","onkz","Schönheide Erzgeb","2018-03-08T12:14:34.847Z"
"37756","onkz","Breitenbrunn Erzgeb","2018-03-08T12:14:34.847Z"
"37757","onkz","Rittersgrün","2018-03-08T12:14:34.847Z"
"381","onkz","Rostock","2018-03-08T12:14:34.847Z"
"38201","onkz","Gelbensande","2018-03-08T12:14:34.847Z"
"38202","onkz","Volkenshagen","2018-03-08T12:14:34.847Z"
"38203","onkz","Bad Doberan","2018-03-08T12:14:34.847Z"
"38204","onkz","Broderstorf","2018-03-08T12:14:34.847Z"
"38205","onkz","Tessin b Rostock","2018-03-08T12:14:34.847Z"
"38206","onkz","Graal-Müritz Seeheilbad","2018-03-08T12:14:34.847Z"
"38207","onkz","Stäbelow","2018-03-08T12:14:34.847Z"
"38208","onkz","Kavelstorf","2018-03-08T12:14:34.847Z"
"38209","onkz","Sanitz b Rostock","2018-03-08T12:14:34.847Z"
"3821","onkz","Ribnitz-Damgarten","2018-03-08T12:14:34.847Z"
"38220","onkz","Wustrow Ostseebad","2018-03-08T12:14:34.847Z"
"38221","onkz","Marlow","2018-03-08T12:14:34.847Z"
"38222","onkz","Semlow","2018-03-08T12:14:34.847Z"
"38223","onkz","Saal Vorpom","2018-03-08T12:14:34.847Z"
"38224","onkz","Gresenhorst","2018-03-08T12:14:34.847Z"
"38225","onkz","Trinwillershagen","2018-03-08T12:14:34.847Z"
"38226","onkz","Dierhagen Ostseebad","2018-03-08T12:14:34.847Z"
"38227","onkz","Lüdershagen b Barth","2018-03-08T12:14:34.847Z"
"38228","onkz","Dettmannsdorf-Kölzow","2018-03-08T12:14:34.847Z"
"38229","onkz","Bad Sülze","2018-03-08T12:14:34.847Z"
"38231","onkz","Barth","2018-03-08T12:14:34.847Z"
"38232","onkz","Zingst Ostseebad","2018-03-08T12:14:34.847Z"
"38233","onkz","Prerow Ostseebad","2018-03-08T12:14:34.847Z"
"38234","onkz","Born a Darß","2018-03-08T12:14:34.847Z"
"38292","onkz","Kröpelin","2018-03-08T12:14:34.847Z"
"38293","onkz","Kühlungsborn Ostseebad","2018-03-08T12:14:34.847Z"
"38294","onkz","Neubukow","2018-03-08T12:14:34.847Z"
"38295","onkz","Satow b Bad Doberan","2018-03-08T12:14:34.847Z"
"38296","onkz","Rerik Ostseebad","2018-03-08T12:14:34.847Z"
"38297","onkz","Moitin","2018-03-08T12:14:34.847Z"
"38300","onkz","Insel Hiddensee","2018-03-08T12:14:34.847Z"
"38301","onkz","Putbus","2018-03-08T12:14:34.847Z"
"38302","onkz","Sagard","2018-03-08T12:14:34.847Z"
"38303","onkz","Sellin Ostseebad","2018-03-08T12:14:34.847Z"
"38304","onkz","Garz Rügen","2018-03-08T12:14:34.847Z"
"38305","onkz","Gingst","2018-03-08T12:14:34.847Z"
"38306","onkz","Samtens","2018-03-08T12:14:34.847Z"
"38307","onkz","Poseritz","2018-03-08T12:14:34.847Z"
"38308","onkz","Göhren Rügen","2018-03-08T12:14:34.847Z"
"38309","onkz","Trent","2018-03-08T12:14:34.847Z"
"3831","onkz","Stralsund","2018-03-08T12:14:34.847Z"
"38320","onkz","Tribsees","2018-03-08T12:14:34.847Z"
"38321","onkz","Martensdorf b Stralsund","2018-03-08T12:14:34.847Z"
"38322","onkz","Richtenberg","2018-03-08T12:14:34.847Z"
"38323","onkz","Prohn","2018-03-08T12:14:34.847Z"
"38324","onkz","Velgast","2018-03-08T12:14:34.847Z"
"38325","onkz","Rolofshagen","2018-03-08T12:14:34.847Z"
"38326","onkz","Grimmen","2018-03-08T12:14:34.847Z"
"38327","onkz","Elmenhorst Vorpom","2018-03-08T12:14:34.847Z"
"38328","onkz","Miltzow","2018-03-08T12:14:34.847Z"
"38331","onkz","Rakow Vorpom","2018-03-08T12:14:34.847Z"
"38332","onkz","Gross Bisdorf","2018-03-08T12:14:34.847Z"
"38333","onkz","Horst b Grimmen","2018-03-08T12:14:34.847Z"
"38334","onkz","Grammendorf","2018-03-08T12:14:34.847Z"
"3834","onkz","Greifswald","2018-03-08T12:14:34.847Z"
"38351","onkz","Mesekenhagen","2018-03-08T12:14:34.847Z"
"38352","onkz","Kemnitz b Greifswald","2018-03-08T12:14:34.847Z"
"38353","onkz","Gützkow b Greifswald","2018-03-08T12:14:34.847Z"
"38354","onkz","Wusterhusen","2018-03-08T12:14:34.847Z"
"38355","onkz","Züssow","2018-03-08T12:14:34.847Z"
"38356","onkz","Behrenhoff","2018-03-08T12:14:34.847Z"
"3836","onkz","Wolgast","2018-03-08T12:14:34.847Z"
"38370","onkz","Kröslin","2018-03-08T12:14:34.847Z"
"38371","onkz","Karlshagen","2018-03-08T12:14:34.847Z"
"38372","onkz","Usedom","2018-03-08T12:14:34.847Z"
"38373","onkz","Katzow","2018-03-08T12:14:34.847Z"
"38374","onkz","Lassan b Wolgast","2018-03-08T12:14:34.847Z"
"38375","onkz","Koserow","2018-03-08T12:14:34.847Z"
"38376","onkz","Zirchow","2018-03-08T12:14:34.847Z"
"38377","onkz","Zinnowitz","2018-03-08T12:14:34.847Z"
"38378","onkz","Heringsdorf Seebad","2018-03-08T12:14:34.847Z"
"38379","onkz","Benz Usedom","2018-03-08T12:14:34.847Z"
"3838","onkz","Bergen auf Rügen","2018-03-08T12:14:34.847Z"
"38391","onkz","Altenkirchen Rügen","2018-03-08T12:14:34.847Z"
"38392","onkz","Sassnitz","2018-03-08T12:14:34.847Z"
"38393","onkz","Binz Ostseebad","2018-03-08T12:14:34.847Z"
"3841","onkz","Wismar Meckl","2018-03-08T12:14:34.847Z"
"38422","onkz","Neukloster","2018-03-08T12:14:34.847Z"
"38423","onkz","Bad Kleinen","2018-03-08T12:14:34.847Z"
"38424","onkz","Bobitz","2018-03-08T12:14:34.847Z"
"38425","onkz","Kirchdorf Poel","2018-03-08T12:14:34.847Z"
"38426","onkz","Neuburg-Steinhausen","2018-03-08T12:14:34.847Z"
"38427","onkz","Blowatz","2018-03-08T12:14:34.847Z"
"38428","onkz","Hohenkirchen b Wismar","2018-03-08T12:14:34.847Z"
"38429","onkz","Glasin","2018-03-08T12:14:34.847Z"
"3843","onkz","Güstrow","2018-03-08T12:14:34.847Z"
"3844","onkz","Schwaan","2018-03-08T12:14:34.847Z"
"38450","onkz","Tarnow b Bützow","2018-03-08T12:14:34.847Z"
"38451","onkz","Hoppenrade b Güstrow","2018-03-08T12:14:34.847Z"
"38452","onkz","Lalendorf","2018-03-08T12:14:34.847Z"
"38453","onkz","Mistorf","2018-03-08T12:14:34.847Z"
"38454","onkz","Kritzkow","2018-03-08T12:14:34.847Z"
"38455","onkz","Plaaz","2018-03-08T12:14:34.847Z"
"38456","onkz","Langhagen b Güstrow","2018-03-08T12:14:34.847Z"
"38457","onkz","Krakow am See","2018-03-08T12:14:34.847Z"
"38458","onkz","Zehna","2018-03-08T12:14:34.847Z"
"38459","onkz","Laage","2018-03-08T12:14:34.847Z"
"38461","onkz","Bützow","2018-03-08T12:14:34.847Z"
"38462","onkz","Baumgarten Meckl","2018-03-08T12:14:34.847Z"
"38464","onkz","Bernitt","2018-03-08T12:14:34.847Z"
"38466","onkz","Jürgenshagen","2018-03-08T12:14:34.847Z"
"3847","onkz","Sternberg","2018-03-08T12:14:34.847Z"
"38481","onkz","Witzin","2018-03-08T12:14:34.847Z"
"38482","onkz","Warin","2018-03-08T12:14:34.847Z"
"38483","onkz","Brüel","2018-03-08T12:14:34.847Z"
"38484","onkz","Ventschow","2018-03-08T12:14:34.847Z"
"38485","onkz","Dabel","2018-03-08T12:14:34.847Z"
"38486","onkz","Gustävel","2018-03-08T12:14:34.847Z"
"38488","onkz","Demen","2018-03-08T12:14:34.847Z"
"385","onkz","Schwerin Meckl","2018-03-08T12:14:34.847Z"
"3860","onkz","Raben Steinfeld","2018-03-08T12:14:34.847Z"
"3861","onkz","Plate","2018-03-08T12:14:34.847Z"
"3863","onkz","Crivitz","2018-03-08T12:14:34.847Z"
"3865","onkz","Holthusen","2018-03-08T12:14:34.847Z"
"3866","onkz","Cambs","2018-03-08T12:14:34.847Z"
"3867","onkz","Lübstorf","2018-03-08T12:14:34.847Z"
"3868","onkz","Rastow","2018-03-08T12:14:34.847Z"
"3869","onkz","Dümmer","2018-03-08T12:14:34.847Z"
"3871","onkz","Parchim","2018-03-08T12:14:34.847Z"
"38720","onkz","Grebbin","2018-03-08T12:14:34.847Z"
"38721","onkz","Ziegendorf","2018-03-08T12:14:34.847Z"
"38722","onkz","Raduhn","2018-03-08T12:14:34.847Z"
"38723","onkz","Kladrum","2018-03-08T12:14:34.847Z"
